year,Team,Wins,Losses,Runs Scored,Runs Allowed,Scoring ratio,Predicted winning %,Actual winning %,Absolute error
1989,Astros,86,76,647,669,0.967115097,0.483287345,0.530864198,0.047576852
1989,Royals,92,70,690,635,1.086614173,0.541438035,0.567901235,0.0264632
1989,Dodgers,77,83,554,536,1.03358209,0.516509259,0.48125,0.035259259
1989,Twins,80,82,740,738,1.002710027,0.501353177,0.49382716,0.007526017
1989,Brewers,81,81,707,679,1.041237113,0.520193779,0.5,0.020193779
1989,Expos,81,81,632,630,1.003174603,0.501584782,0.5,0.001584782
1989,Yankees,74,87,698,792,0.881313131,0.437162844,0.459627329,0.022464486
1989,Angels,87,75,683,595,1.14789916,0.568532651,0.537037037,0.031495614
1989,Athletics,99,63,712,576,1.236111111,0.604425792,0.611111111,0.006685319
1989,Phillies,67,95,629,735,0.855782313,0.422753899,0.413580247,0.009173652
1989,Pirates,74,88,637,680,0.936764706,0.467384806,0.456790123,0.010594683
1989,Padres,89,73,642,626,1.025559105,0.512616288,0.549382716,0.036766428
1989,Mariners,73,89,694,728,0.953296703,0.476103675,0.450617284,0.025486391
1989,Giants,92,70,699,600,1.165,0.575772359,0.567901235,0.007871125
1989,Cardinals,86,76,632,608,1.039473684,0.519347591,0.530864198,0.011516607
1989,Rangers,83,79,695,714,0.973389356,0.486517711,0.512345679,0.025827968
1989,Blue Jays,89,73,731,651,1.122887865,0.557693793,0.549382716,0.008311077
1988,Braves,54,106,555,741,0.748987854,0.359377953,0.3375,0.021877953
1988,Orioles,54,107,550,789,0.697084918,0.327019603,0.335403727,0.008384124
1988,Red Sox,89,73,813,689,1.179970972,0.581997728,0.549382716,0.032615012
1988,Angels,75,87,714,771,0.926070039,0.46167263,0.462962963,0.001290333
1988,White Sox,71,90,631,757,0.833553501,0.40996386,0.440993789,0.031029929
1988,Cubs,77,85,660,694,0.951008646,0.474905041,0.475308642,0.000403601
1988,Reds,87,74,641,596,1.075503356,0.536330256,0.540372671,0.004042415
1988,Indians,78,84,666,731,0.911080711,0.453572236,0.481481481,0.027909246
1988,Tigers,88,74,703,658,1.068389058,0.533027817,0.543209877,0.01018206
1988,Astros,82,80,617,631,0.977812995,0.488783463,0.50617284,0.017389377
1988,Royals,84,77,704,648,1.086419753,0.541349179,0.52173913,0.019610048
1988,Dodgers,94,67,628,544,1.154411765,0.571306061,0.583850932,0.012544871
1988,Twins,91,71,759,672,1.129464286,0.560572755,0.561728395,0.00115564
1988,Brewers,87,75,682,616,1.107142857,0.550716332,0.537037037,0.013679295
1988,Expos,81,81,628,592,1.060810811,0.529482525,0.5,0.029482525
1988,Yankees,85,76,772,748,1.032085561,0.515785538,0.527950311,0.012164772
1988,Angels,100,60,703,532,1.321428571,0.635856944,0.625,0.010856944
1988,Athletics,104,58,800,620,1.290322581,0.624755955,0.641975309,0.017219354
1988,Phillies,65,96,597,734,0.813351499,0.398148945,0.403726708,0.005577763
1988,Pirates,85,75,651,616,1.056818182,0.527603245,0.53125,0.003646755
1988,Padres,83,78,594,583,1.018867925,0.509344978,0.51552795,0.006182972
1988,Mariners,68,93,664,744,0.892473118,0.443364654,0.422360248,0.021004406
1988,Giants,83,79,670,626,1.07028754,0.533911529,0.512345679,0.02156585
1988,Cardinals,76,86,578,633,0.913112164,0.454676478,0.469135802,0.014459324
1988,Rangers,70,91,637,735,0.866666667,0.42893401,0.434782609,0.005848599
1988,Blue Jays,87,75,763,680,1.122058824,0.557329387,0.537037037,0.02029235
1987,Braves,69,92,747,829,0.901085645,0.448110018,0.428571429,0.019538589
1987,Orioles,67,95,729,880,0.828409091,0.406972212,0.413580247,0.006608035
1987,Red Sox,78,84,842,825,1.020606061,0.5101969,0.481481481,0.028715418
1987,Angels,75,87,770,803,0.95890411,0.479030208,0.462962963,0.016067245
1987,White Sox,77,85,748,746,1.002680965,0.501338686,0.475308642,0.026030044
1987,Cubs,76,85,720,801,0.898876404,0.446896166,0.472049689,0.025153523
1987,Reds,84,78,783,752,1.041223404,0.520187206,0.518518519,0.001668688
1987,Indians,61,101,742,957,0.775339603,0.375449481,0.37654321,0.001093729
1987,Tigers,98,64,896,735,1.219047619,0.59775986,0.604938272,0.007178412
1987,Astros,76,86,648,678,0.955752212,0.47738714,0.469135802,0.008251338
1987,Royals,83,79,715,691,1.034732272,0.517064729,0.512345679,0.00471905
1987,Dodgers,73,89,635,675,0.940740741,0.469494091,0.450617284,0.018876807
1987,Twins,85,77,786,806,0.975186104,0.487439168,0.524691358,0.03725219
1987,Brewers,91,71,862,817,1.055079559,0.526782429,0.561728395,0.034945966
1987,Expos,91,71,741,720,1.029166667,0.514370748,0.561728395,0.047357647
1987,Yankees,89,73,788,758,1.039577836,0.519397612,0.549382716,0.029985104
1987,Angels,92,70,823,698,1.179083095,0.581631435,0.567901235,0.013730201
1987,Athletics,81,81,806,789,1.021546261,0.510657097,0.5,0.010657097
1987,Phillies,80,82,702,749,0.937249666,0.467642496,0.49382716,0.026184665
1987,Pirates,80,82,723,744,0.971774194,0.485688004,0.49382716,0.008139156
1987,Padres,65,97,668,763,0.875491481,0.433904159,0.401234568,0.032669591
1987,Mariners,78,84,760,801,0.948813983,0.473752892,0.481481481,0.007728589
1987,Giants,90,72,783,669,1.170403587,0.578031396,0.555555556,0.02247584
1987,Cardinals,95,67,798,693,1.151515152,0.57007501,0.586419753,0.016344743
1987,Rangers,75,87,823,849,0.969375736,0.48445352,0.462962963,0.021490557
1987,Blue Jays,96,66,845,655,1.290076336,0.624666463,0.592592593,0.03207387
1986,Braves,72,89,615,719,0.855354659,0.422509959,0.447204969,0.02469501
1986,Orioles,73,89,708,760,0.931578947,0.464622047,0.450617284,0.014004763
1986,Red Sox,95,66,794,696,1.140804598,0.565488513,0.590062112,0.024573599
1986,Angels,92,70,786,684,1.149122807,0.569055277,0.567901235,0.001154043
1986,White Sox,72,90,644,699,0.921316166,0.45911548,0.444444444,0.014671035
1986,Cubs,70,90,680,781,0.870678617,0.431198076,0.4375,0.006301924
1986,Reds,86,76,732,717,1.020920502,0.510350858,0.530864198,0.02051334
1986,Indians,84,78,831,841,0.988109394,0.494019353,0.518518519,0.024499166
1986,Tigers,87,75,798,714,1.117647059,0.555384615,0.537037037,0.018347578
1986,Astros,96,66,654,569,1.149384886,0.56916712,0.592592593,0.023425472
1986,Royals,76,86,654,673,0.971768202,0.485684924,0.469135802,0.016549122
1986,Dodgers,73,89,638,679,0.939617084,0.468898783,0.450617284,0.018281499
1986,Twins,71,91,741,839,0.883194279,0.438212389,0.438271605,5.92158E-05
1986,Brewers,77,84,667,734,0.908719346,0.45228614,0.47826087,0.02597473
1986,Expos,78,83,637,688,0.925872093,0.461566374,0.48447205,0.022905675
1986,Yankees,90,72,797,738,1.079945799,0.538379781,0.555555556,0.017175774
1986,Angels,108,54,783,578,1.35467128,0.64728302,0.666666667,0.019383647
1986,Athletics,76,86,731,760,0.961842105,0.480557322,0.469135802,0.011421519
1986,Phillies,86,75,739,713,1.036465638,0.517900596,0.534161491,0.016260894
1986,Pirates,64,98,663,700,0.947142857,0.472873988,0.395061728,0.077812259
1986,Padres,74,88,656,723,0.907330567,0.45152849,0.456790123,0.005261634
1986,Mariners,67,95,718,835,0.85988024,0.425087137,0.413580247,0.01150689
1986,Giants,83,79,698,618,1.129449838,0.560566453,0.512345679,0.048220774
1986,Cardinals,79,82,601,611,0.983633388,0.491749737,0.49068323,0.001066507
1986,Rangers,87,75,771,743,1.037685061,0.518487732,0.537037037,0.018549305
1986,Blue Jays,86,76,809,733,1.103683492,0.549167205,0.530864198,0.018303008
1985,Braves,66,96,632,781,0.80921895,0.395710259,0.407407407,0.011697148
1985,Orioles,83,78,818,764,1.070680628,0.534094283,0.51552795,0.018566333
1985,Red Sox,81,81,800,720,1.111111111,0.552486188,0.5,0.052486188
1985,Angels,90,72,732,703,1.041251778,0.520200809,0.555555556,0.035354746
1985,White Sox,85,77,736,720,1.022222222,0.510987684,0.524691358,0.013703674
1985,Cubs,77,84,686,729,0.941015089,0.469639345,0.47826087,0.008621525
1985,Reds,89,72,677,666,1.016516517,0.508190069,0.552795031,0.044604962
1985,Indians,60,102,729,861,0.846689895,0.417549393,0.37037037,0.047179022
1985,Tigers,84,77,729,688,1.059593023,0.528910165,0.52173913,0.007171034
1985,Astros,83,79,706,691,1.02170767,0.510736056,0.512345679,0.001609623
1985,Royals,91,71,687,639,1.075117371,0.536151723,0.561728395,0.025576672
1985,Dodgers,95,67,682,579,1.177892919,0.581139855,0.586419753,0.005279898
1985,Twins,77,85,705,782,0.901534527,0.448356365,0.475308642,0.026952277
1985,Brewers,71,90,690,802,0.860349127,0.425353613,0.440993789,0.015640176
1985,Expos,84,77,633,636,0.995283019,0.497635947,0.52173913,0.024103183
1985,Yankees,97,64,839,660,1.271212121,0.617734118,0.602484472,0.015249646
1985,Angels,98,64,695,568,1.223591549,0.599547694,0.604938272,0.005390578
1985,Athletics,77,85,757,787,0.961880559,0.480577281,0.475308642,0.005268639
1985,Phillies,75,87,667,673,0.991084695,0.495522478,0.462962963,0.032559515
1985,Pirates,57,104,568,708,0.802259887,0.391587206,0.354037267,0.037549939
1985,Padres,83,79,650,622,1.045016077,0.522001918,0.512345679,0.009656238
1985,Mariners,74,88,719,818,0.878973105,0.435854935,0.456790123,0.020935189
1985,Giants,62,100,556,674,0.824925816,0.404939928,0.382716049,0.022223878
1985,Cardinals,101,61,747,572,1.305944056,0.630381171,0.62345679,0.006924381
1985,Rangers,62,99,617,785,0.785987261,0.381867443,0.385093168,0.003225725
1985,Blue Jays,99,62,759,588,1.290816327,0.624935319,0.614906832,0.010028486
1984,Braves,80,82,632,655,0.964885496,0.482134688,0.49382716,0.011692473
1984,Orioles,85,77,681,667,1.020989505,0.510384637,0.524691358,0.014306721
1984,Red Sox,86,76,810,764,1.060209424,0.529199965,0.530864198,0.001664232
1984,Angels,81,81,696,697,0.99856528,0.499282125,0.5,0.000717875
1984,White Sox,74,88,679,736,0.922554348,0.459782575,0.456790123,0.002992452
1984,Cubs,96,65,762,658,1.158054711,0.572848675,0.596273292,0.023424617
1984,Reds,70,92,627,747,0.83935743,0.41332488,0.432098765,0.018773885
1984,Indians,75,87,761,766,0.993472585,0.496725641,0.462962963,0.033762678
1984,Tigers,104,58,829,643,1.289269051,0.624372893,0.641975309,0.017602415
1984,Astros,80,82,693,630,1.1,0.547511312,0.49382716,0.053684152
1984,Royals,84,78,673,686,0.981049563,0.490435018,0.518518519,0.028083501
1984,Dodgers,79,83,580,600,0.966666667,0.483055715,0.487654321,0.004598606
1984,Twins,81,81,673,675,0.997037037,0.498516324,0.5,0.001483676
1984,Brewers,67,94,641,734,0.873297003,0.432671642,0.416149068,0.016522574
1984,Expos,78,83,593,585,1.013675214,0.506790858,0.48447205,0.022318809
1984,Yankees,87,75,758,679,1.11634757,0.55480999,0.537037037,0.017772953
1984,Angels,90,72,652,676,0.964497041,0.481933611,0.555555556,0.073621944
1984,Athletics,77,85,738,796,0.927135678,0.462244326,0.475308642,0.013064316
1984,Phillies,81,81,720,690,1.043478261,0.521266968,0.5,0.021266968
1984,Pirates,75,87,615,567,1.084656085,0.540542279,0.462962963,0.077579316
1984,Padres,92,70,686,634,1.082018927,0.539332899,0.567901235,0.028568335
1984,Mariners,74,88,682,774,0.881136951,0.437064462,0.456790123,0.019725662
1984,Giants,66,96,682,807,0.845105328,0.416638525,0.407407407,0.009231118
1984,Cardinals,84,78,652,645,1.010852713,0.505396913,0.518518519,0.013121606
1984,Rangers,69,92,656,714,0.918767507,0.457739977,0.428571429,0.029168548
1984,Blue Jays,89,73,750,696,1.077586207,0.53729239,0.549382716,0.012090326
1983,Braves,88,74,746,640,1.165625,0.576034348,0.543209877,0.032824471
1983,Orioles,98,64,799,652,1.225460123,0.600280206,0.604938272,0.004658066
1983,Red Sox,78,84,724,775,0.934193548,0.466016655,0.481481481,0.015464826
1983,Angels,70,92,722,779,0.926829268,0.46208,0.432098765,0.029981235
1983,White Sox,99,63,800,650,1.230769231,0.602352941,0.611111111,0.00875817
1983,Cubs,71,91,701,719,0.974965229,0.48732598,0.438271605,0.049054375
1983,Reds,74,88,623,710,0.877464789,0.435010519,0.456790123,0.021779605
1983,Indians,70,92,704,785,0.896815287,0.445761579,0.432098765,0.013662814
1983,Tigers,92,70,789,679,1.162002946,0.574513503,0.567901235,0.006612268
1983,Astros,85,77,643,646,0.995356037,0.497672627,0.524691358,0.027018731
1983,Royals,79,83,696,767,0.907431551,0.451583613,0.487654321,0.036070708
1983,Dodgers,91,71,654,609,1.073891626,0.535584281,0.561728395,0.026144114
1983,Twins,70,92,709,822,0.862530414,0.42659193,0.432098765,0.005506835
1983,Brewers,87,75,764,708,1.079096045,0.537988497,0.537037037,0.00095146
1983,Expos,82,80,677,646,1.047987616,0.523418737,0.50617284,0.017245898
1983,Yankees,91,71,770,703,1.095305832,0.545391492,0.561728395,0.016336903
1983,Angels,68,94,575,680,0.845588235,0.416916238,0.419753086,0.002836848
1983,Athletics,74,88,708,782,0.905370844,0.450457769,0.456790123,0.006332354
1983,Phillies,90,72,696,635,1.096062992,0.545734143,0.555555556,0.009821413
1983,Pirates,84,78,659,648,1.016975309,0.508415624,0.518518519,0.010102894
1983,Padres,81,81,653,653,1,0.5,0.5,0
1983,Mariners,60,102,558,740,0.754054054,0.362487834,0.37037037,0.007882536
1983,Giants,79,83,687,697,0.985652798,0.492774944,0.487654321,0.005120623
1983,Cardinals,79,83,679,710,0.956338028,0.477692897,0.487654321,0.009961424
1983,Rangers,77,85,639,609,1.049261084,0.524024579,0.475308642,0.048715937
1983,Blue Jays,89,73,795,726,1.095041322,0.545271724,0.549382716,0.004110993
1982,Braves,89,73,739,702,1.052706553,0.525659696,0.549382716,0.02372302
1982,Orioles,94,68,774,687,1.126637555,0.559337843,0.580246914,0.020909071
1982,Red Sox,89,73,753,713,1.056100982,0.527264832,0.549382716,0.022117885
1982,Angels,93,69,814,670,1.214925373,0.596129901,0.574074074,0.022055827
1982,White Sox,87,75,786,710,1.107042254,0.550671363,0.537037037,0.013634326
1982,Cubs,73,89,676,709,0.953455571,0.476186804,0.450617284,0.02556952
1982,Reds,61,101,545,661,0.824508321,0.404695986,0.37654321,0.028152776
1982,Indians,78,84,683,748,0.913101604,0.454670743,0.481481481,0.026810738
1982,Tigers,83,79,729,685,1.064233577,0.531087296,0.512345679,0.018741617
1982,Astros,77,85,569,620,0.917741935,0.457185584,0.475308642,0.018123058
1982,Royals,90,72,784,717,1.093444909,0.544548149,0.555555556,0.011007407
1982,Dodgers,88,74,691,612,1.129084967,0.560407265,0.543209877,0.017197389
1982,Twins,60,102,657,819,0.802197802,0.391550331,0.37037037,0.02117996
1982,Brewers,95,67,891,717,1.242677824,0.606956582,0.586419753,0.020536828
1982,Expos,86,76,697,616,1.131493506,0.561456895,0.530864198,0.030592697
1982,Yankees,79,83,709,716,0.990223464,0.495087838,0.487654321,0.007433517
1982,Angels,65,97,609,723,0.842323651,0.415036761,0.401234568,0.013802193
1982,Athletics,68,94,691,819,0.843711844,0.415836557,0.419753086,0.003916529
1982,Phillies,89,73,664,654,1.01529052,0.507586817,0.549382716,0.041795899
1982,Pirates,84,78,724,696,1.040229885,0.519710646,0.518518519,0.001192128
1982,Padres,81,81,675,658,1.025835866,0.512751114,0.5,0.012751114
1982,Mariners,76,86,651,712,0.914325843,0.455335242,0.469135802,0.01380056
1982,Giants,87,75,673,687,0.979621543,0.489706973,0.537037037,0.047330064
1982,Cardinals,92,70,685,609,1.124794745,0.558530709,0.567901235,0.009370525
1982,Rangers,64,98,590,749,0.787716956,0.38290575,0.395061728,0.012155979
1982,Blue Jays,78,84,651,701,0.928673324,0.463068263,0.481481481,0.018413219
1981,Braves,50,56,395,416,0.949519231,0.474123392,0.471698113,0.002425279
1981,Orioles,59,46,429,437,0.981693364,0.490762913,0.561904762,0.071141849
1981,Red Sox,59,49,519,481,1.079002079,0.537945207,0.546296296,0.008351089
1981,Angels,51,59,476,453,1.050772627,0.524742638,0.463636364,0.061106274
1981,White Sox,54,52,476,423,1.125295508,0.5587502,0.509433962,0.049316238
1981,Cubs,38,65,370,483,0.766045549,0.369811096,0.368932039,0.000879058
1981,Reds,66,42,464,440,1.054545455,0.526529973,0.611111111,0.084581138
1981,Indians,52,51,431,442,0.975113122,0.487401771,0.504854369,0.017452598
1981,Tigers,60,49,427,404,1.056930693,0.527656311,0.550458716,0.022802405
1981,Astros,61,49,394,331,1.190332326,0.586245312,0.554545455,0.031699858
1981,Royals,50,53,397,405,0.980246914,0.49002593,0.485436893,0.004589037
1981,Dodgers,63,47,450,356,1.264044944,0.615060321,0.572727273,0.042333049
1981,Twins,41,68,378,486,0.777777778,0.376923077,0.376146789,0.000776288
1981,Brewers,62,47,493,459,1.074074074,0.53566879,0.568807339,0.03313855
1981,Expos,60,48,443,394,1.124365482,0.558342461,0.555555556,0.002786906
1981,Yankees,59,48,421,343,1.227405248,0.601041066,0.551401869,0.049639197
1981,Angels,41,62,348,432,0.805555556,0.393542349,0.398058252,0.004515903
1981,Athletics,64,45,458,403,1.136476427,0.563619607,0.587155963,0.023536356
1981,Phillies,59,48,491,472,1.040254237,0.519722333,0.551401869,0.031679536
1981,Pirates,46,56,407,425,0.957647059,0.478375506,0.450980392,0.027395114
1981,Padres,41,69,382,455,0.83956044,0.413442169,0.372727273,0.040714896
1981,Mariners,44,65,426,521,0.817658349,0.400682686,0.403669725,0.002987039
1981,Giants,56,55,427,414,1.031400966,0.515454096,0.504504505,0.010949591
1981,Cardinals,59,43,464,417,1.112709832,0.553197066,0.578431373,0.025234307
1981,Rangers,57,48,452,389,1.161953728,0.574492794,0.542857143,0.031635652
1981,Blue Jays,37,69,329,466,0.706008584,0.332642895,0.349056604,0.016413709
1980,Braves,81,80,630,660,0.954545455,0.476756757,0.50310559,0.026348833
1980,Orioles,100,62,805,640,1.2578125,0.612717173,0.617283951,0.004566778
1980,Red Sox,83,77,757,767,0.98696219,0.493438603,0.51875,0.025311397
1980,Angels,65,95,698,797,0.875784191,0.434068387,0.40625,0.027818387
1980,White Sox,70,90,587,722,0.813019391,0.397953232,0.4375,0.039546768
1980,Cubs,64,98,614,728,0.843406593,0.415660764,0.395061728,0.020599036
1980,Reds,89,73,707,670,1.055223881,0.526850621,0.549382716,0.022532095
1980,Indians,79,81,738,807,0.914498141,0.455428705,0.49375,0.038321295
1980,Tigers,84,78,830,757,1.096433289,0.545901617,0.518518519,0.027383099
1980,Astros,93,70,637,589,1.081494058,0.539091791,0.570552147,0.031460356
1980,Royals,97,65,809,694,1.165706052,0.57606831,0.598765432,0.022697122
1980,Dodgers,92,71,663,591,1.121827411,0.55722761,0.564417178,0.007189568
1980,Twins,77,84,670,724,0.925414365,0.461320596,0.47826087,0.016940274
1980,Brewers,86,76,811,682,1.18914956,0.58576295,0.530864198,0.054898753
1980,Expos,90,72,694,629,1.103338633,0.549012456,0.555555556,0.0065431
1980,Yankees,103,59,820,662,1.238670695,0.605414516,0.635802469,0.030387953
1980,Angels,67,95,611,702,0.87037037,0.43102439,0.413580247,0.017444143
1980,Athletics,83,79,686,642,1.068535826,0.533096198,0.512345679,0.020750519
1980,Phillies,91,71,728,639,1.139280125,0.564831265,0.561728395,0.00310287
1980,Pirates,83,79,666,646,1.030959752,0.515240361,0.512345679,0.002894682
1980,Padres,73,89,591,654,0.903669725,0.449526832,0.450617284,0.001090452
1980,Mariners,59,103,610,793,0.769230769,0.371747212,0.364197531,0.007549681
1980,Giants,75,86,573,634,0.903785489,0.449590228,0.465838509,0.016248281
1980,Cardinals,74,88,738,710,1.03943662,0.519329789,0.456790123,0.062539665
1980,Rangers,76,85,756,752,1.005319149,0.502652501,0.472049689,0.030602812
1980,Blue Jays,67,95,624,762,0.818897638,0.40141028,0.413580247,0.012169967